,Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Admission Points
1481,204,334,120,5,4.0,0.61,9.87,1,97.0
1482,85,340,112,5,4.5,4.5,9.45,1,94.0
1483,258,324,100,3,4.0,5.0,8.64,1,78.0
1484,160,297,105,1,4.4,2.16,7.83,0,52.5
1485,114,298,92,2,3.0,3.39,7.44,0,47.5
1486,213,338,120,4,5.0,5.0,9.66,1,95.0
1487,399,312,103,3,2.38,3.22,8.74,0,67.0
1488,92,299,79,3,5.0,1.06,7.66,0,38.0
1489,77,263,118,3,3.0,3.0,8.72,1,74.0
1490,431,299,104,3,4.0,1.81,8.13,1,74.0
1491,347,301,111,1,3.31,1.14,7.35,0,45.53
1492,144,340,71,4,4.5,4.0,9.92,1,97.0
1493,292,300,87,2,1.5,2.0,7.87,0,56.0
1494,58,298,104,2,2.66,2.0,7.6,0,46.0
1495,9,270,102,1,2.0,1.5,8.0,0,50.0
1496,258,324,100,3,4.88,5.0,8.64,1,78.0
1497,40,301,105,1,2.72,2.06,7.59,0,50.5
1498,92,299,97,3,4.62,3.38,9.63,0,38.46
1499,376,304,112,2,2.0,2.5,7.66,0,
1500,12,327,102,4,3.22,4.04,9.0,1,84.0
1501,122,290,103,3,1.95,2.45,7.5,0,48.52
1502,389,296,97,2,1.59,2.0,7.8,0,49.0
1503,336,325,116,4,1.71,4.5,9.11,1,83.0
1504,274,312,102,1,1.0,3.63,9.86,1,52.0
1505,94,300,107,2,2.96,2.74,7.84,0,35.0
1506,92,299,88,3,4.71,3.4,7.66,0,37.0
1507,28,297,120,1,1.52,2.48,7.49,0,45.0
1508,28,298,98,2,1.5,3.45,7.5,1,44.0
1509,463,297,83,1,4.81,0.64,7.28,0,41.59
1510,129,326,112,3,1.5,3.0,9.1,1,84.0
1511,448,267,108,2,2.35,1.03,6.44,0,49.08
1512,29,295,110,1,2.0,1.04,7.2,0,46.0
1513,255,321,114,4,4.0,5.0,9.12,0,85.0
1514,400,300,71,2,0.69,1.1,7.56,0,50.5
1515,424,334,104,5,4.5,5.0,9.54,1,94.0
1516,21,312,69,3,3.13,3.93,7.9,1,64.0
1517,348,299,94,1,1.0,1.0,7.34,0,42.0
1518,152,332,101,5,5.0,3.54,9.33,1,
1519,245,314,107,2,2.5,3.99,8.56,0,63.0
1520,420,308,76,2,0.62,3.5,7.98,1,
1521,74,314,108,4,2.57,1.16,9.04,1,84.0
1522,79,296,95,2,3.0,2.0,7.54,1,44.0
1523,267,312,103,2,2.0,2.5,6.51,0,72.0
1524,393,326,114,4,4.0,2.33,7.04,1,84.0
1525,406,302,101,3,4.55,4.23,7.45,0,52.0
1526,446,328,116,5,4.5,5.0,9.08,1,
1527,424,334,86,5,4.5,5.0,9.54,1,94.0
1528,94,262,97,2,2.86,4.91,9.31,0,40.02
1529,191,324,111,5,4.5,4.0,9.16,1,90.0
1530,314,308,100,3,1.87,2.77,6.4,0,67.0
1531,91,281,75,2,4.92,3.44,7.66,0,41.03
1532,95,303,99,3,2.0,3.97,7.66,0,54.0
1533,246,328,116,4,3.03,0.22,9.02,1,81.0
1534,100,323,100,3,4.0,1.36,8.88,1,79.0
1535,330,297,94,1,4.54,3.05,7.41,0,45.53
1536,449,312,109,2,2.5,4.0,9.55,0,80.0
1537,348,299,94,1,1.0,1.54,7.62,0,42.0
1538,377,297,84,2,1.91,2.08,7.46,0,40.1
1539,217,322,95,4,4.44,4.04,9.13,1,
1540,116,310,83,4,0.45,3.84,6.61,1,66.0
1541,347,302,95,1,1.33,4.13,7.89,0,44.53
1542,73,321,83,5,5.0,3.73,9.45,1,93.0
1543,29,290,99,2,1.88,2.65,7.53,0,46.02
1544,66,285,112,4,3.5,3.5,8.92,0,55.0
1545,60,308,79,2,3.02,2.96,8.11,0,46.35
1546,320,296,95,1,2.33,1.28,7.85,0,46.03
1547,432,271,105,2,2.0,4.38,7.57,0,46.53
1548,175,287,112,4,4.0,4.0,8.97,1,87.0
1549,88,317,107,2,1.0,3.0,8.28,0,66.0
1550,93,298,102,2,4.0,3.0,8.25,0,34.0
1551,377,297,69,2,3.47,2.08,9.29,0,40.1
1552,404,330,112,4,1.12,4.54,9.23,1,91.0
1553,315,305,105,2,3.97,4.0,8.13,0,66.0
1554,220,312,104,3,3.5,1.71,8.42,0,74.0
1555,187,317,107,3,3.5,3.0,8.68,1,84.0
1556,463,307,105,4,3.0,3.0,8.57,0,62.0
1557,54,324,85,4,4.0,0.9,8.1,1,72.0
1558,185,260,102,2,2.5,2.91,8.32,0,72.0
1559,278,306,101,2,2.5,0.32,8.62,0,70.0
1560,173,322,110,4,4.0,4.94,9.14,1,87.47
1561,101,322,115,3,3.97,3.5,8.46,1,71.0
1562,378,272,103,1,1.67,2.0,7.55,0,44.15
1563,441,286,103,1,4.31,1.5,7.78,0,45.41
1564,114,298,99,2,3.0,3.76,7.44,0,47.5
1565,274,312,77,1,1.0,1.71,8.01,1,52.0
1566,149,292,99,1,2.65,2.91,6.63,0,47.54
1567,102,312,105,2,4.41,3.0,8.37,0,64.0
1568,371,310,71,2,2.5,3.89,8.24,0,72.0
